sample_index,question,answer,ground_truth,num_contexts,contexts,faithfulness
348,"Những triệu chứng như [ECG, mạch cổ, nhịp thất sớm, đau thắt ngực, rung tâm thất] có thể chỉ ra bệnh lý nào?","Những triệu chứng như [ECG, mạch cổ, nhịp thất sớm, đau thắt ngực, rung tâm thất] có thể chỉ ra bệnh lý **Phòng sớm cho người già**.",Phòng sớm cho người già,5,"{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""[\""đau ngực\"", \""tăng độ nhớt của máu\"", \""sưng bắp chân ở người già\"", \""khó thở\"", \""quần áo và ngọc bích\"", \""co giật\"", \""loạn nhịp tim\"", \""co giật\"", \""mất ý thức\"", \""mệt mỏi\"", \""rung tâm thất\""]"",
    ""bệnh"": ""Bệnh tim mạch vành đột tử""
  }
}

---

{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""[\""ECG\"", \""mạch cổ\"", \""dáng đi nam\"", \""nhịp thất sớm\"", \""đau thắt ngực\"", \""loạn nhịp tim\"", \""rung tâm thất\"", \""nhịp tim nhanh\"", \""tim đập nhanh\"", \""huyết áp thấp\""]"",
    ""bệnh"": ""Phòng sớm cho người già""
  }
}

---

{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""[Nhịp tim sớm thường xuyên, ngất xỉu, nhồi máu cơ tim, đau ngực, tức ngực, đột tử, rung thất, nhịp tim nhanh, tim đập nhanh, đau thắt ngực]"",
    ""bệnh"": ""Nhịp tim nhanh thất đa dạng do thiếu máu cục bộ""
  }
}

---

{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""['Suy tim','ngất xỉu','nhịp tim nhanh','hạ huyết áp','loạn nhịp tim','đột tử','rung thất','tim đập nhanh','đau thắt ngực']"",
    ""bệnh"": ""Hội chứng Pre-Active ở người cao tuổi""
  }
}

---

{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""[\""mệt mỏi\"", \""đau ngực\"", \""nhịp tim nhanh\"", \""chán ăn\"", \""tiếng thổi co thắt\"", \""chóng mặt\"", \""nhịp tim nhanh\"", \""tim đập nhanh\"", \""đau thắt ngực\""]"",
    ""bệnh"": ""Bệnh thần kinh tim""
  }
}",1.0
349,"Bệnh lý nào thường được điều trị bằng [Viên nén furosemide, Viên nén nitendipine]?","Bệnh lý thường được điều trị bằng viên nén furosemide và viên nén nitendipine gồm: bệnh thận cao huyết áp, bệnh thận tiểu động mạch ác tính do tăng huyết áp ác tính nguyên phát ở người cao tuổi, tăng huyết áp ác tính, xơ cứng tiểu động mạch, thận, tăng huyết áp lành tính, xơ cứng động mạch nhỏ, thận và xơ cứng động mạch thận lành tính do huyết áp cao nguyên phát ở người cao tuổi.","Tăng huyết áp ác tính, xơ cứng tiểu động mạch, thận.|Bệnh thận cao huyết áp|Tăng huyết áp lành tính, xơ cứng động mạch nhỏ, thận.|Xơ cứng động mạch thận lành tính do huyết áp cao nguyên phát ở người cao tuổi|Bệnh thận tiểu động mạch ác tính do tăng huyết áp ác tính nguyên phát ở người cao tuổi",5,"{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""['Viên nén furosemide','Viên nén nitendipine']"",
    ""bệnh"": ""Bệnh thận cao huyết áp""
  }
}

---

{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""['Viên nén furosemide','Viên nén nitendipine']"",
    ""bệnh"": ""Bệnh thận tiểu động mạch ác tính do tăng huyết áp ác tính nguyên phát ở người cao tuổi""
  }
}

---

{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""['Viên nén furosemide','Viên nén nitendipine']"",
    ""bệnh"": ""Tăng huyết áp ác tính, xơ cứng tiểu động mạch, thận.""
  }
}

---

{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""['Viên nén furosemide','Viên nén nitendipine']"",
    ""bệnh"": ""Tăng huyết áp lành tính, xơ cứng động mạch nhỏ, thận.""
  }
}

---

{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""['Viên nén furosemide','Viên nén nitendipine']"",
    ""bệnh"": ""Xơ cứng động mạch thận lành tính do huyết áp cao nguyên phát ở người cao tuổi""
  }
}",1.0
350,Bệnh lý nào thường được điều trị bằng [Kem chống ứ máu Musk]?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Ban đỏ nốt sần|Dưa leo quấn quanh,0,,
351,Có thực phẩm nào tôi nên tránh để không mắc phải bệnh [Viêm cơ tim] không?,"Bạn nên tránh ăn các thực phẩm chứa: rượu trắng, gan gà, hạnh nhân, kem khô sữa đậu nành để giảm nguy cơ mắc bệnh viêm cơ tim.","Thịt nai, gan gà, hạnh nhân, hạt thông|Thịt nai, gan gà, hạnh nhân, hạt thông|Máu vịt (vịt trắng), đậu xanh, tôm, ốc sên|Thịt vịt, Gan gà, Hạnh nhân, Đậu khô Granny Oil Rolls|Thịt nai, trứng vịt muối, gan gà, hạnh nhân|Bia, rượu trắng, đậu đỏ, đậu lăng trắng|Máu vịt (vịt trắng),Đậu đỏ,Đậu lăng trắng,Ốc đồng|Bia, Rượu trắng, Đậu xanh, Đậu đen|Bia, Rượu trắng, Hạnh nhân, Đậu xanh|Dưa chua khô, Trứng vịt muối, Gan vịt, Gan gà|Bia, đậu đỏ, đậu lăng trắng, cua|Rượu trắng, Ớt (đỏ, nhọn, khô), Tỏi, Hành tây|đường trắng, đậu phộng (xào), đậu lăng trắng, ốc|Bia, Rượu vang đỏ, Rượu trắng, Cua|đậu lăng trắng,mỡ lợn(mỡ lợn),xương sườn lợn (xương sườn lợn),thịt lợn(béo)|Dưa chua khô, Trứng vịt muối, Gan vịt, Gan gà|đậu lăng trắng, mỡ lợn (slate), thăn lợn (thăn lợn) và thăn bò|Đậu đỏ, đậu lăng trắng, tôm, tôm sông",1,"{
  ""nên_tránh"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Rượu trắng\"", \""gan gà\"", \""hạnh nhân\"", \""kem khô sữa đậu nành\""]"",
    ""bệnh"": ""Viêm cơ tim""
  }
}",1.0
352,Bạn có thể tư vấn một số thực phẩm nên ăn để phòng tránh [Bệnh vẩy nến] không?,"Có thể ăn các thực phẩm như: trái tim gà, gan gà, sesame (các loại hạt như đậu nành, hạt hướng dương), và hạt bí ngô để phòng tránh bệnh vẩy nến.","Thịt nai, thịt vịt, vừng, hạnh nhân|Trái tim gà, Gan gà, Sesame, Hạt bí ngô|Trứng,Tim gà,Gan gà,Nhân bí đỏ|Trứng, gan gà, vừng, óc chó|Quả óc chó, Chim bồ câu non, Hạt hướng dương, Trái cây khô|Thịt nai, thịt vịt, vừng, hạnh nhân|Trái tim gà, Gan gà, Sesame, Hạt bí ngô",1,"{
  ""lời_khuyên"": {
    ""nên_ăn_thực_phẩm_chứa"": ""[\""Trái tim gà\"", \""Gan gà\"", \""Sesame\"", \""Hạt bí ngô\""]"",
    ""bệnh"": ""Bệnh vẩy nến""
  }
}",0.6666666666666666
353,Có thực phẩm nào tôi nên tránh để không mắc phải bệnh [Mất ngôn ngữ] không?,Không đủ dữ liệu để kết luận.,"Rượu vàng,Rượu trắng,Ốc sên,Trai tươi|Rượu trắng, Ngỗng, Đậu lăng trắng, Cá trắm cỏ|Bia,Rượu trắng,Hạt đậu phộng xào,Đậu đỏ|Bia, rượu trắng, kem đậu nành cuộn, đậu lăng trắng|Rượu trắng, cua, nghêu, bụng lợn",1,"{
  ""nên_tránh"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""Không có thông tin"",
    ""bệnh"": ""Mất ngôn ngữ""
  }
}",0.0
354,Có thực phẩm nào tôi nên tránh để không gặp phải các vấn đề như [Đau bụng kinh] không?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Trứng vịt muối,Đậu phụ dầu,Cá muối,Cá vàng lớn",0,,
355,"Các loại thuốc như [Argyllium Oyster Oral Liquid, Bảy hạt hồ lô, Hợp chất Povidone Iodine Liniment] thường được sử dụng trong điều trị bệnh lý nào?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Tăng tiết mồ hôi|Hyperhidrosis bồi thường|Hyperhidrosis vùng dưới đồi,0,,
356,Có thực phẩm nào tôi nên tránh để không gặp phải các bệnh liên quan đến [Ung thư]?,"Bạn nên tránh các thực phẩm như: rượu trắng, bia, ớt (đỏ, nhọn, khô), gừng, quế, bánh quẩy, cà phê, trứng vịt muối, gà trống, hải sâm, máu gà, bánh kem khô sữa đậu nành, đậu lăng trắng, tùy theo loại ung thư cụ thể.","Làm việc (chất béo), Fat Meat, Chili Peppers (xanh lá cây, nhọn) và Chili Peppers (đỏ, nhọn, khô)|Bia, rượu trắng, cua, ngao|Đậu đỏ>>,<<Đậu trắng>>,<<Ốc đồng>>,<<Ốc biển>>|Dưa chua khô, Bia, Rượu trắng, Máu vịt (Vịt trắng)|Hạt bí ngô, đậu phộng, bạch quả (tươi), đậu xanh|Máu vịt (vịt trắng), hạnh nhân, đậu xanh, đậu lăng trắng|Bia, Rượu vàng, Rượu trắng, Ốc sên|Thịt nai, Bia, Rượu trắng, Gan gà|dưa muối, dưa muối khô, mật ong, bia|Bia, rượu trắng, trứng cút, đùi gà|đường trắng, đậu phộng (xào), đậu lăng trắng, ốc|Trứng vịt muối,Nhân đậu phộng (chiên),Dầu cừu,Cá muối|Bia, Trứng vịt muối, Máu vịt (vịt trắng), Cá muối|Bia, Rượu trắng, Trứng vịt muối, Hạt đậu phộng (chiên)|Rượu trắng, trứng, gà, cá mòi|Móng tay, Cá mòi, Cá hồi, Tôm|Dưa chua khô, trứng vịt muối, máu gà, gan gà|Rượu trắng, Hạnh nhân, Đậu đỏ, Đậu lăng trắng|dưa muối, dưa muối khô, mật ong, bia|Bia, rượu trắng, trứng cút, đùi gà|Hạt bí ngô, đậu phộng, bạch quả (tươi), đậu xanh|Thịt vịt, Hạnh nhân, Đậu khô Granny Oil Rolls, Đậu lăng trắng|Rượu trắng, gừng, tỏi, hành lá|Bia, Trứng vịt muối, Máu vịt (vịt trắng), Cá muối|vừng, hạnh nhân, hạt thông (xào), đậu đen|Bia, rượu trắng, máu vịt, đậu xanh",5,"{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Rượu trắng\"", \""Ớt (đỏ, nhọn, khô)\"", \""Gừng\"", \""Quế\""]"",
    ""bệnh"": ""Ung thư di căn não""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Rượu trắng\"", \""Bánh quẩy\"", \""Ớt (đỏ, nhọn, khô)\"", \""Cà phê\""]"",
    ""bệnh"": ""Ung thư vú xâm lấn""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Bia\"", \""Rượu trắng\"", \""Trứng vịt muối\"", \""Gà trống\""]"",
    ""bệnh"": ""Ung thư sớm""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Bia\"", \""Rượu trắng\"", \""Hải sâm\"", \""Ớt (đỏ, nhọn, khô)\""]"",
    ""bệnh"": ""Ung thư mũi""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Trứng vịt muối\"", \""Máu gà\"", \""Bánh kem khô sữa đậu nành\"", \""Đậu lăng trắng\""]"",
    ""bệnh"": ""Ung thư thận""
  }
}",1.0
357,Có thực phẩm nào tôi nên tránh để không gặp phải các bệnh liên quan đến [Điếc]?,"Bạn nên tránh ăn các thực phẩm như: thịt nai, gan gà, hạnh nhân, vỏ tôm (với điếc bẩm sinh); rượu trắng, hạnh nhân, sữa đậu nành khô, đậu đỏ (với lặn chấn thương tai trong); dưa chua khô, bia, rượu vang đỏ, rượu trắng (với rối loạn thính giác).  

Tuy nhiên, không có thông tin về thực phẩm nên tránh đối với điếc giả và hội chứng tim và tai.","Dưa chua khô, Bia, Rượu trắng, Bí ngô|Trứng vịt, Thịt vịt, Hạnh nhân, Đậu khô Granny Oil Rolls|Thịt nai, Bia, Rượu trắng, Gan gà|Rượu vang đỏ, Rượu trắng, Máu vịt (Vịt trắng), Chân gà|Bia, Rượu trắng, Hạnh nhân, Đậu xanh|Bia, Rượu vang đỏ, Rượu trắng, Máu vịt (Vịt trắng)|Thịt nai, gan gà, hạnh nhân, vỏ tôm|Thịt nai, Dưa chua khô, Bia, Rượu trắng|Bia, Rượu vang đỏ, Rượu trắng, Cua",5,"{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[Thịt nai, gan gà, hạnh nhân, vỏ tôm]"",
    ""bệnh"": ""Điếc bẩm sinh""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""['Rượu trắng','Hạnh nhân','Sữa đậu nành khô','Đậu đỏ']"",
    ""bệnh"": ""Lặn chấn thương tai trong""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Dưa chua khô\"", \""Bia\"", \""Rượu vang đỏ\"", \""Rượu trắng\""]"",
    ""bệnh"": ""Rối loạn thính giác""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""Không có thông tin"",
    ""bệnh"": ""điếc giả""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""Không có thông tin"",
    ""bệnh"": ""Hội chứng tim và tai""
  }
}",0.9285714285714286
358,Có bệnh gì khiến [Viêm biểu tinh hoàn] xảy ra cùng lúc và là dấu hiệu của nó?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Candidal balanoposthitis - thử nghiệm|Viêm niệu đạo lậu|Viêm tuyến tiền liệt không lậu|Viêm balan candida,0,,
359,"Bệnh nhân có các triệu chứng như [co thắt tủy sống, đau mắt, sợ ánh sáng] nên ăn loại thực phẩm nào?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","arugula,cần tây xào nấm shiitake,cần tây rau,gói hạt cải dầu nấm,hạt cải dầu nấm,cháo bắp cải,bắp cải sợi khoai tây,bắp cải hấp bột gạo|arugula,cần tây xào nấm shiitake,cần tây rau,gói hạt cải dầu nấm,hạt cải dầu nấm,cháo bắp cải,bắp cải sợi khoai tây,bắp cải hấp bột gạo",0,,
360,"Bạn nghi ngờ mắc bệnh gì khi cần thực hiện các phương pháp kiểm tra như [Phương pháp kiểm tra tai chung, CT kiểm tra tai, mũi và cổ họng, Nghe kiểm tra]?","Bạn nghi ngờ mắc bệnh **áp xe não có nguồn gốc từ tai** khi cần thực hiện các phương pháp kiểm tra như: Phương pháp kiểm tra tai chung, CT kiểm tra tai, mũi và cổ họng, Nghe kiểm tra.",Điếc tiếng ồn,2,"{
  ""nghi_dự_bệnh"": {
    ""kiểm_tra"": ""['Phương pháp kiểm tra chung về tai','Phương pháp soi tai','CT kiểm tra tai, mũi và cổ họng','Quy trình máu','Vi khuẩn nuôi cấy gạc tai, mũi và họng']"",
    ""triệu_chứng"": ""[\""áp xe não\"", \""hôn mê\"", \""dấu hiệu kích thích màng não\"", \""sốt thấp\"", \""tăng áp lực nội sọ\"", \""viêm màng não\""]"",
    ""bệnh"": ""Áp xe não có nguồn gốc từ tai""
  }
}

---

{
  ""nghi_dự_bệnh"": {
    ""kiểm_tra"": ""[\""Nội soi mũi\"", \""nuôi cấy vi khuẩn tai, mũi và hầu họng\"", \""sinh thiết mũi họng\"", \""CT kiểm tra tai, mũi và cổ họng\"" và \""dịch tiết niêm mạc mũi và mũi\""]"",
    ""triệu_chứng"": ""[\""dịch nhầy\"", \""chóng mặt\"", \""sưng giáp mũi\"", \""tắc nghẽn mũi để thoát mủ hoặc...]"",
    ""bệnh"": ""Nasolite""
  }
}",0.0
361,Bệnh lý nào có thể được điều trị bằng [Giải pháp miệng rắn cá kết hợp] thuốc phổ biến?,"Các bệnh lý có thể được điều trị bằng [Giải pháp miệng rắn cá kết hợp] gồm: Hoại tử mỡ vú chấn thương, Phá vỡ buồng trứng, Phi vết thương, Thu nhỏ âm, Các biến chứng của phẫu thuật tránh thai.",Phi vết thương|Phá vỡ buồng trứng|Hoại tử mỡ vú chấn thương|Các biến chứng của phẫu thuật tránh thai,5,"{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""[Giải pháp miệng rắn cá kết hợp]"",
    ""bệnh"": ""Hoại tử mỡ vú chấn thương""
  }
}

---

{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""[Giải pháp miệng rắn cá kết hợp]"",
    ""bệnh"": ""Phá vỡ buồng trứng""
  }
}

---

{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""[Giải pháp miệng rắn cá kết hợp]"",
    ""bệnh"": ""Phi vết thương""
  }
}

---

{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""[Giải pháp miệng rắn cá kết hợp]"",
    ""bệnh"": ""Thu nhỏ âm""
  }
}

---

{
  ""thuốc_phổ_biến"": {
    ""thuốc_phổ_biến"": ""[Giải pháp miệng rắn cá kết hợp]"",
    ""bệnh"": ""Các biến chứng của phẫu thuật tránh thai""
  }
}",
362,"Thuốc [Prednisone acetate viên, thanh nhiệt chống viêm viên] được sử dụng để điều trị bệnh gì?","Thuốc [Prednisone acetate viên, thanh nhiệt chống viêm viên] được sử dụng để điều trị các bệnh như: bệnh phổi kẽ viêm phế quản hô hấp, viêm phổi kẽ cấp tính, viêm phổi kẽ, viêm phổi kẽ bong bóng và viêm phổi ở người cao tuổi.",Viêm phế quản hô hấp Bệnh phổi kẽ liên quan|Viêm phổi kẽ bong bóng|Viêm phổi ở người cao tuổi|Viêm phổi kẽ cấp tính|Bệnh phổi kẽ viêm phế quản hô hấp|Viêm phổi kẽ không cụ thể|Viêm phổi kẽ lymphocytic ở trẻ em|Viêm phổi kẽ,5,"{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""['Prednisone acetate viên','thanh nhiệt chống viêm viên']"",
    ""bệnh"": ""Bệnh phổi kẽ viêm phế quản hô hấp""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""['Prednisone acetate viên','thanh nhiệt chống viêm viên']"",
    ""bệnh"": ""Viêm phổi kẽ cấp tính""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""['Prednisone acetate viên','thanh nhiệt chống viêm viên']"",
    ""bệnh"": ""Viêm phổi kẽ""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""['Prednisone acetate viên','thanh nhiệt chống viêm viên']"",
    ""bệnh"": ""Viêm phổi kẽ bong bóng""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""['Prednisone acetate viên','thanh nhiệt chống viêm viên']"",
    ""bệnh"": ""Viêm phổi ở người cao tuổi""
  }
}",0.8
363,"Bạn có thể cho biết [Viên nén giải phóng kéo dài Acyclovir, Viên nén phân tán Acyclovir] được sử dụng để điều trị bệnh gì không?","[Viên nén giải phóng kéo dài Acyclovir, Viên nén phân tán Acyclovir] được sử dụng để điều trị:

- Herpes sinh dục  
- Mang thai kết hợp herpes sinh dục",Mang thai kết hợp herpes sinh dục|Herpes sinh dục|Thủy đậu,5,"{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""[Viên nén giải phóng kéo dài Acyclovir, Viên nén phân tán Acyclovir]"",
    ""bệnh"": ""Herpes sinh dục""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""[Viên nén giải phóng kéo dài Acyclovir, Viên nén phân tán Acyclovir]"",
    ""bệnh"": ""Mang thai kết hợp herpes sinh dục""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""['Viên nén giải phóng kéo dài Acyclovir','Viên nén phân tán Amoxicillin']"",
    ""bệnh"": ""Bệnh da liễu IgAbullous""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""['Viên nén giải phóng kéo dài Acyclovir','Viên nén phân tán Amoxicillin']"",
    ""bệnh"": ""Viêm da Herpetic""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""['Viên nén giải phóng kéo dài Acyclovir','Viên nén phân tán Amoxicillin']"",
    ""bệnh"": ""Bệnh mụn rộp mãn tính ở trẻ em""
  }
}",
364,"Có thực phẩm nào tôi nên tránh để không gặp phải các bệnh như [sốc nhiễm trùng, viêm bể thận cấp, thiếu máu] khi mang thai?","Bạn không đủ dữ liệu để kết luận. Các nguồn tham chiếu chỉ cung cấp thông tin về thực phẩm nên tránh trong các trường hợp thiếu máu cụ thể, không đề cập đến các bệnh như sốc nhiễm trùng, viêm bể thận cấp.","Bia, Rượu trắng, Đậu xanh, Đậu đen",5,"{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Bia\"", \""Rượu trắng\"", \""Cua\"", \""Trai (tươi)\""]"",
    ""bệnh"": ""Mang thai kết hợp với thiếu máu megaloblastic""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Bia\"", \""rượu trắng\"", \""cua\"", \""ngao\""]"",
    ""bệnh"": ""Mang thai kết hợp thiếu máu thiếu sắt""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[Bia, rượu vàng, rượu vàng, rượu trắng]"",
    ""bệnh"": ""Mang thai kết hợp thiếu máu tán huyết tự miễn dịch""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[Bia, rượu vàng, rượu vàng, rượu trắng]"",
    ""bệnh"": ""Mang thai kết hợp với thiếu máu bất sản""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""['Trứng vịt','Máu vịt (vịt trắng)','Thịt vịt','Hạt thông']"",
    ""bệnh"": ""Bệnh thiếu máu cục bộ mạch máu""
  }
}",0.5
365,Có thực phẩm nào tôi nên tránh để không gặp phải các bệnh liên quan như [Viêm thận cấp tính] không?,"Bạn nên tránh ăn các thực phẩm chứa rượu vàng, cua, cá chạch, cá để phòng ngừa bệnh viêm thận cấp tính.","Hạnh nhân, đậu xanh, đậu đỏ, đậu lăng trắng|Cánh gà, đậu đỏ, đậu trắng, cua|Hạnh nhân, đậu đỏ, đậu trắng, cua",1,"{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[Rượu vàng, cua, cá chạch, cá]"",
    ""bệnh"": ""Viêm thận cấp tính""
  }
}",0.75
366,"Với triệu chứng như [mệt mỏi, kết tủa trắng trong nước tiểu, trầm cảm], bệnh nhân nên chọn ăn những loại thực phẩm nào?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Cá ruy băng ngũ vị, cá ruy băng khô và cá ruy băng bọc giấy|Lá gan cừu xào tỏi tây,Cistanche hầm thận cừu,Cháo thận cừu lá Goji,Thịt chó hầm,Sủi cảo tỏi tây lợn,Trứng băm tỏi tây,Cháo nấm trứng,Trứng gà nướng",0,,
367,"Thuốc [25 viên san hô hương vị, viên nang flunarizine hydrochloride] được sử dụng để điều trị bệnh gì?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Hội chứng động kinh bụng|Hội chứng động kinh bụng|Đau đầu|Động kinh tuổi già,0,,
368,Bạn có thể tư vấn cho tôi những thực phẩm nên và không nên ăn để phòng tránh [Nhiễm trùng đường hô hấp trên] không?,"Để phòng tránh nhiễm trùng đường hô hấp trên, bạn nên ăn các thực phẩm như: tim gà, hạt điều, hạt sen, hạt dẻ.  
Không nên ăn các thực phẩm như: sườn lợn, da lợn, thịt thăn, bụng bò.","Bột kim cương, tim gà, thịt gà, thịt ngỗng|Bột kim cương, tim gà, thịt gà, thịt ngỗng",1,"{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Sườn lợn\"", \""da lợn\"", \""thịt thăn\"", \""bụng bò\""]"",
    ""nên_ăn_thực_phẩm_chứa"": ""[Tim gà, hạt điều, hạt sen, hạt dẻ]"",
    ""bệnh"": ""Nhiễm trùng đường hô hấp trên""
  }
}",1.0
369,Có thể cho tôi biết những thực phẩm nào tôi nên tránh khi đang điều trị [U xương màng mạch] không?,"Bạn nên tránh ăn các thực phẩm chứa: dưa chua khô, ốc sên, dưa chua (tươi) và chiên quẩy khi đang điều trị u xương màng mạch.","Dưa chua khô, Ốc sên, Dưa chua (tươi), Chiên quẩy",1,"{
  ""nên_tránh"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Dưa chua khô\"", \""Ốc sên\"", \""Dưa chua (tươi)\"", \""Chiên quẩy\""]"",
    ""bệnh"": ""U xương màng mạch""
  }
}",1.0
370,Thuốc [Viên nang giải phóng kéo dài Nimodipine] thường được sử dụng trong việc điều trị bệnh lý nào?,"Thuốc Viên nang giải phóng kéo dài Nimodipine thường được sử dụng trong việc điều trị các bệnh lý như: Hội chứng tim và tai, Điếc thần kinh, Chứng ù tai do thần kinh, và Điếc giả.",điếc giả|Điếc tiếng ồn|Hội chứng tim và tai|Điếc thần kinh|Chứng ù tai do thần kinh,4,"{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""Viên nang giải phóng kéo dài Nimodipine"",
    ""bệnh"": ""Hội chứng tim và tai""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""Viên nang giải phóng kéo dài Nimodipine"",
    ""bệnh"": ""Điếc thần kinh""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""Viên nang giải phóng kéo dài Nimodipine"",
    ""bệnh"": ""Chứng ù tai do thần kinh""
  }
}

---

{
  ""thuốc_dùng_điều_trị"": {
    ""thuốc"": ""Viên nang giải phóng kéo dài Nimodipine"",
    ""bệnh"": ""điếc giả""
  }
}",1.0
371,"Bệnh gì có thể được phòng tránh bằng cách [phát hiện sớm, chẩn đoán và điều trị, chườm nóng cục bộ, dùng thuốc kháng sinh nhỏ mắt và phòng ngừa một số bệnh biến sinh mủ]?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Sarcoma tuyến lệ,0,,
372,Bạn có thể tư vấn một số thực phẩm nên ăn để tránh bị [Chảy máu đường tiêu hóa trên] không?,"Nên ăn các thực phẩm như đậu phụ, cá bạc, cá quế, bắp cải để giúp phòng ngừa chảy máu đường tiêu hóa trên.","Thịt vịt, Tim gà, Hạt dẻ (nấu chín), Hạt hướng dương|Ajinomoto, mè, hạt bí ngô, bột đậu nành|Hạt điều, hạt hướng dương, đậu xanh, đậu đen|Gà vàng,Hạt hướng dương,Trái cây trắng (tươi),Đậu xanh|Gan vịt, tim gà, hạt điều, hạt bí đỏ|Gà nội vàng, vừng, hạt bí ngô, hạt hướng dương|Gà vàng,Hạt hướng dương,Trái cây trắng (tươi),Đậu xanh|Ajinomoto, mè, hạt bí ngô, bột đậu nành|Gà nội vàng, vừng, hạt bí ngô, hạt hướng dương|Hạt điều, hạt hướng dương, đậu xanh, đậu đen",1,"{
  ""lời_khuyên"": {
    ""nên_ăn_thực_phẩm_chứa"": ""[Đậu phụ, cá bạc, cá quế, bắp cải]"",
    ""bệnh"": ""Chảy máu đường tiêu hóa trên""
  }
}",1.0
